date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:00:33	19867/19867	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2013:59:36%20GMT	http://gonefish.info/2016/03/	gonefish.info/2016/03/index.html	(from http://gonefish.info/)
22:00:35	30263/30263	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2013:59:38%20GMT	http://gonefish.info/category/%e9%9d%9ewindows/	gonefish.info/category/%e9%9d%9ewindows/index.html	(from http://gonefish.info/)
22:00:39	17463/17463	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2014:00:36%20GMT	http://gonefish.info/2014/04/	gonefish.info/2014/04/index.html	(from http://gonefish.info/)
22:00:40	17457/17457	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2014:00:35%20GMT	http://gonefish.info/2014/06/	gonefish.info/2014/06/index.html	(from http://gonefish.info/)
22:00:42	17984/17984	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202016%2014:00:35%20GMT	http://gonefish.info/blog/wp-content/uploads/2013/01/Save-OmniFocus-as-HTML.scpt_.zip	gonefish.info/blog/wp-content/uploads/2013/01/Save-OmniFocus-as-HTML.scpt_.1e.delayed	(from http://gonefish.info/category/osx/)
22:00:55	17185/17185	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2014:00:36%20GMT	http://gonefish.info/2014/05/	gonefish.info/2014/05/index.html	(from http://gonefish.info/)
22:00:58	2420/2420	---MCZ	200	added ('OK')	application/json	date:Wed,%2021%20Sep%202016%2014:00:56%20GMT	http://gonefish.info/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgonefish.info%2F2016%2F02%2F%25e5%258f%25af%25e4%25bb%25a5%25e7%2594%25a8swift%25e5%2586%2599%25e6%259c%258d%25e5%258a%25a1%25e7%25ab%25af%25e5%2595%25a6%2F	gonefish.info/wp-json/oembed/1.0/embedddbb.json	(from http://gonefish.info/2016/02/%e5%8f%af%e4%bb%a5%e7%94%a8swift%e5%86%99%e6%9c%8d%e5%8a%a1%e7%ab%af%e5%95%a6/)
22:00:59	36911/36911	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2014:00:40%20GMT	http://gonefish.info/2014/02/	gonefish.info/2014/02/index.html	(from http://gonefish.info/)
22:01:00	2548/2548	---MCZ	200	added ('OK')	text/xml	date:Wed,%2021%20Sep%202016%2014:00:59%20GMT	http://gonefish.info/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgonefish.info%2F2016%2F02%2F%25e5%258f%25af%25e4%25bb%25a5%25e7%2594%25a8swift%25e5%2586%2599%25e6%259c%258d%25e5%258a%25a1%25e7%25ab%25af%25e5%2595%25a6%2F&format=xml	gonefish.info/wp-json/oembed/1.0/embedddc3	(from http://gonefish.info/2016/02/%e5%8f%af%e4%bb%a5%e7%94%a8swift%e5%86%99%e6%9c%8d%e5%8a%a1%e7%ab%af%e5%95%a6/)
22:01:15	20896/20896	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202016%2014:00:43%20GMT	http://gonefish.info/2013/10/	gonefish.info/2013/10/index.html	(from http://gonefish.info/)
